name,method,porosity,n_particles,smooth_sigma,porosity_target,seed,shape,tif_path
grf_p20_s05_r4,grf,0.20000028610229492,,5.0,0.2,589,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s05_r4_bin.tif
grf_p20_s08_r0,grf,0.20000028610229492,,8.0,0.2,590,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s08_r0_bin.tif
grf_p20_s08_r1,grf,0.20000028610229492,,8.0,0.2,591,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s08_r1_bin.tif
grf_p20_s08_r2,grf,0.20000028610229492,,8.0,0.2,592,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s08_r2_bin.tif
grf_p20_s08_r3,grf,0.20000028610229492,,8.0,0.2,593,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s08_r3_bin.tif
grf_p20_s08_r4,grf,0.20000028610229492,,8.0,0.2,594,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s08_r4_bin.tif
grf_p20_s12_r0,grf,0.20000028610229492,,12.0,0.2,595,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s12_r0_bin.tif
grf_p20_s12_r1,grf,0.20000028610229492,,12.0,0.2,596,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s12_r1_bin.tif
grf_p20_s12_r2,grf,0.20000028610229492,,12.0,0.2,597,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s12_r2_bin.tif
grf_p20_s12_r3,grf,0.20000028610229492,,12.0,0.2,598,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s12_r3_bin.tif
grf_p20_s12_r4,grf,0.20000028610229492,,12.0,0.2,599,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s12_r4_bin.tif
